	AES61345_MEDTR	AES72071_MEDTR	AES82519_MEDTR	AES92590_MEDTR	AES92693_MEDTR	AT1G24360.1_ARATH	AT1G54870.1_ARATH	AT2G07640.1_ARATH	AT3G05260.1_ARATH	AT3G12800.1_ARATH	AT4G05530.1_ARATH	BGIOSGA006421-PA_ORYSI	BGIOSGA015233-PA_ORYSI	BGIOSGA017107-PA_ORYSI	BGIOSGA017109-PA_ORYSI	BGIOSGA018845-PA_ORYSI	BGIOSGA030190-PA_ORYSI	BGIOSGA037210-PA_ORYSI	BGIOSGA038387-PA_ORYSI	BGIOSGA038461-PA_ORYSI	BGIOSGA038471-PA_ORYSI	BGIOSGA038680-PA_ORYSI	BGIOSGA038726-PA_ORYSI	BGIOSGA039064-PA_ORYSI	BGIOSGA039226-PA_ORYSI	BGIOSGA039269-PA_ORYSI	BGIOSGA039294-PA_ORYSI	BGIOSGA039425-PA_ORYSI	BGIOSGA039653-PA_ORYSI	BGIOSGA039682-PA_ORYSI	BGIOSGA040057-PA_ORYSI	BGIOSGA040097-PA_ORYSI	BGIOSGA040283-PA_ORYSI	BRADI2G34780.1_BRADI	BRADI2G36687.1_BRADI	BRADI3G43850.1_BRADI	BRADI4G39510.1_BRADI	BRADI5G07220.1_BRADI	BRADI5G21687.1_BRADI	Bra001471.1-P_BRARP	Bra010962.1-P_BRARP	Bra020854.1-P_BRARP	Bra021324.1-P_BRARP	Bra029476.1-P_BRARP	Bra030025.1-P_BRARP	Bra032808.1-P_BRARP	Bra034728.1-P_BRARP	EDO97378_CHLRE	EDO97965_CHLRE	EDO98712_CHLRE	EDP01798_CHLRE	EDP01900_CHLRE	EDP03120_CHLRE	EDP06155_CHLRE	EDP07053_CHLRE	EFJ13623_SELML	EFJ14471_SELML	EFJ16451_SELML	EFJ17930_SELML	EFJ18233_SELML	EFJ21970_SELML	EFJ26070_SELML	EFJ28919_SELML	EFJ31604_SELML	EFJ33650_SELML	EFJ36998_SELML	EFJ38542_SELML	EMJ06858_PRUPE	EMJ10569_PRUPE	EMJ12910_PRUPE	EMJ12911_PRUPE	EMJ13092_PRUPE	EMJ22315_PRUPE	EMJ22690_PRUPE	EMJ23950_PRUPE	EMT11330_AEGTA	EMT16403_AEGTA	EMT17018_AEGTA	EMT19848_AEGTA	EMT30749_AEGTA	ERM93736_AMBTC	ERM96936_AMBTC	ERN06805_AMBTC	ERN12313_AMBTC	GLYMA02G13053.1_SOYBN	GLYMA03G39870.1_SOYBN	GLYMA03G39881.1_SOYBN	GLYMA03G40150.2_SOYBN	GLYMA07G38790.1_SOYBN	GLYMA08G10760.1_SOYBN	GLYMA08G25810.1_SOYBN	GLYMA09G01170.1_SOYBN	GLYMA09G26480.2_SOYBN	GLYMA10G29630.1_SOYBN	GLYMA11G37320.2_SOYBN	GLYMA15G11980.1_SOYBN	GLYMA15G28370.1_SOYBN	GLYMA17G01300.1_SOYBN	GLYMA18G01280.1_SOYBN	GLYMA19G42730.1_SOYBN	GLYMA20G37670.1_SOYBN	GRMZM2G005107_P01_MAIZE	GRMZM2G025243_P01_MAIZE	GRMZM2G041694_P01_MAIZE	GRMZM2G043602_P01_MAIZE	GRMZM2G099696_P01_MAIZE	GRMZM2G109743_P01_MAIZE	GRMZM2G141256_P02_MAIZE	GRMZM2G339994_P01_MAIZE	GRMZM2G351023_P01_MAIZE	GRMZM5G853065_P01_MAIZE	GSMUA_Achr2P01480_001_MUSAM	GSMUA_Achr3P01030_001_MUSAM	GSMUA_Achr3P01040_001_MUSAM	GSMUA_Achr3P17020_001_MUSAM	GSMUA_Achr3P23590_001_MUSAM	GSMUA_Achr4P24690_001_MUSAM	GSMUA_Achr4P29030_001_MUSAM	GSMUA_Achr9P07760_001_MUSAM	OB04G17140.1_ORYBR	OB04G32070.1_ORYBR	OB05G12690.1_ORYBR	OB09G10700.1_ORYBR	OB12G16640.1_ORYBR	OBART04G09700.1_ORYBA	OBART04G25600.1_ORYBA	OBART05G02740.1_ORYBA	OBART09G01520.1_ORYBA	OBART12G07190.1_ORYBA	OGLUM02G17790.1_ORYGU	OGLUM04G09360.1_ORYGU	OGLUM04G25080.1_ORYGU	OGLUM05G02730.1_ORYGU	OGLUM09G01920.1_ORYGU	OGLUM12G08520.1_ORYGU	OMERI02G16740.1_ORYME	OMERI04G07850.1_ORYME	OMERI04G07910.2_ORYME	OMERI04G20210.4_ORYME	OMERI05G02620.1_ORYME	OMERI09G01260.1_ORYME	OMERI12G04830.1_ORYME	ONIVA02G19080.1_ORYNI	ONIVA04G24240.4_ORYNI	ONIVA05G02630.1_ORYNI	ONIVA09G01550.1_ORYNI	ONIVA09G08690.1_ORYNI	ONIVA12G07160.1_ORYNI	OPUNC02G15620.1_ORYPU	OPUNC04G07750.1_ORYPU	OPUNC04G22640.1_ORYPU	OPUNC05G02580.1_ORYPU	OPUNC09G01250.1_ORYPU	OPUNC12G06720.1_ORYPU	ORGLA02G0342400.1_ORYGL	ORGLA03G0390000.1_ORYGL	ORGLA04G0068700.1_ORYGL	ORGLA04G0222200.1_ORYGL	ORGLA05G0025900.1_ORYGL	ORGLA09G0013300.1_ORYGL	ORGLA12G0068200.1_ORYGL	OS02T0503500-01_ORYSJ	OS04T0376300-01_ORYSJ	OS04T0614000-01_ORYSJ	OS05T0140800-01_ORYSJ	OS09T0133200-01_ORYSJ	OS12T0242700-01_ORYSJ	PGSC0003DMT400034518_SOLTU	PGSC0003DMT400039437_SOLTU	PGSC0003DMT400045027_SOLTU	PGSC0003DMT400056868_SOLTU	PGSC0003DMT400069374_SOLTU	PGSC0003DMT400073652_SOLTU	POPTR_0005s04150.1_POPTR	POPTR_0006s02640.1_POPTR	POPTR_0008s10650.1_POPTR	POPTR_0008s14850.1_POPTR	POPTR_0008s17880.1_POPTR	POPTR_0010s06620.1_POPTR	POPTR_0010s10250.1_POPTR	POPTR_0010s15250.1_POPTR	POPTR_0011s00810.1_POPTR	POPTR_0011s00830.1_POPTR	POPTR_0012s14730.1_POPTR	POPTR_0013s02480.1_POPTR	POPTR_0013s02690.1_POPTR	POPTR_0013s02700.1_POPTR	POPTR_0013s04760.1_POPTR	POPTR_0019s04060.1_POPTR	PP1S109_238V6.1_PHYPA	PP1S169_172V6.1_PHYPA	PP1S173_154V6.1_PHYPA	PP1S294_44V6.1_PHYPA	PP1S33_197V6.1_PHYPA	PP1S33_206V6.3_PHYPA	PP1S3_581V6.1_PHYPA	PP1S40_51V6.1_PHYPA	PP1S6_369V6.1_PHYPA	Sb02g009510.1_SORBI	Sb04g020450.1_SORBI	Sb06g010860.1_SORBI	Sb06g028400.1_SORBI	Sb06g028410.1_SORBI	Sb08g009110.1_SORBI	Sb09g003150.1_SORBI	Sb09g027400.1_SORBI	Sb10g001485.1_SORBI	Si006939m_SETIT	Si010454m_SETIT	Si014119m_SETIT	Si014521m_SETIT	Si019395m_SETIT	Si022469m_SETIT	Si023036m_SETIT	Si024264m_SETIT	Solyc00g049920.1.1_SOLLC	Solyc01g098850.2.1_SOLLC	Solyc04g014670.2.1_SOLLC	Solyc05g014560.2.1_SOLLC	Solyc06g071910.2.1_SOLLC	Solyc07g066630.2.1_SOLLC	Traes_1AS_0114D53B1.1_WHEAT	Traes_1BS_C36502167.1_WHEAT	Traes_1DS_A72C83E4B.1_WHEAT	Traes_2AL_01F4BFA84.1_WHEAT	Traes_2AL_BA66820B0.2_WHEAT	Traes_2BL_50D716999.2_WHEAT	Traes_2BL_C0EF32685.2_WHEAT	Traes_2DL_95718E41A.1_WHEAT	Traes_2DL_C686047CF.1_WHEAT	Traes_5AL_51CCB66E9.1_WHEAT	Traes_5AL_6051BAA93.2_WHEAT	Traes_5BL_14259A602.1_WHEAT	Traes_5BL_A38A42820.2_WHEAT	Traes_5DL_3EA7A7EA2.1_WHEAT	Traes_5DL_683AE36C9.1_WHEAT	VIT_00s0516g00030.t01_VITVI	VIT_01s0010g02670.t01_VITVI	VIT_01s0011g01520.t01_VITVI	VIT_14s0128g00340.t01_VITVI	VIT_17s0000g01840.t01_VITVI	VIT_17s0000g08740.t01_VITVI	VIT_19s0085g00500.t01_VITVI	fgenesh1_pm.C_scaffold_1003654_ARALL	fgenesh2_kg.1__2863__AT1G24360.1_ARALL	fgenesh2_kg.3__1343__AT3G12800.1_ARALL	fgenesh2_kg.3__514__AT3G05260.1_ARALL	fgenesh2_kg.6__2740__AT1G24360.1_ARALL	fgenesh2_kg.6__3202__AT4G05530.1_ARALL	scaffold_702243.1_ARALL
EFJ26070_SELML	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0.5	0	0.5	0.5	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0.5	0	0	0	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0.5	0	0.5	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0.9	0	0	0	0	0.5	0.5	0	0	0.5	0	0	0	0.5	0	0.5	0.5	0.5	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0.5	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0.5	0	0.5
EFJ28919_SELML	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0	0	0.2	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0.1	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.2	0	0	0	0
EFJ31604_SELML	0.1	0	0.1	0.1	0	0	0.1	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0.1	0.1	0.1	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0.1	0.1	0	0.2	0	0	0	0	0.7	0	0.7	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0
EFJ33650_SELML	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0
EFJ36998_SELML	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0
EFJ38542_SELML	0.1	0	0.1	0.1	0	0	0.1	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0.1	0.1	0.1	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0.1	0.1	0	0.2	0	0	0	0	0.7	0	0.7	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0
EMJ06858_PRUPE	0.1	0	0.1	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	-	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.3	0	0.1	0.1	0.1	0	0	0	0	0	0.4	0	0	0	0	0	0.1	0.4	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0.2	0	0.1	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.2	0	0	0	0.4	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.5	0	0	0.5	0	0	0
EMJ10569_PRUPE	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0.2	0.2	0	0	0	0	0.2	0	0	0	0	0.2	0.2	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0.2	0	0	0	0.2	0	0.2	0.2	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0.2	0	0.2	0.2	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.2	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMJ12910_PRUPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0.7	0	0	0	0	0	0	0	0
EMJ12911_PRUPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
EMJ13092_PRUPE	0	0	0	0	0.7	0	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	-	0	0	0	0	0.2	0	0	0	0	0.3	0	0	0.4	0	0	0	0	0	0	0.4	0	0	0	0.4	0	0.7	0	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.2	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0
EMJ22315_PRUPE	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0.2	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0.2	0.2	0	0	0	0	0.2	0	0	0	0	0.2	0.2	0	0	0	0	0.2	0.3	0.2	0	0	0	0	0.2	0	0	0	0.2	0	0.2	0.2	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0.2	0	0.2	0.2	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.2	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMJ22690_PRUPE	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0.2	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0.2	0.2	0	0	0	0	0.2	0	0	0	0	0.2	0.2	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0.2	0	0	0	0.2	0	0.2	0.2	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0.2	0	0.2	0.2	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.2	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMJ23950_PRUPE	0	0.2	0	0	0	0.1	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0.1	0	0	0	0.7	0	0	0	0	0	0	0.1	0	0	0.1	0	0.2	0	0	0	0.2	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0.1	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0.1	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0.1	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0.1	0	0	0.1	0	0.1
EMT11330_AEGTA	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0.7	0	0	0	0	0.7	0	0	0	0	0	0.7	0	0	0	0	0	0	0.7	0	0	0	0	0	0.7	0	0	0	0	0	0.7	0	0	0	0	0	0	0.7	0	0	0	0	0	0.7	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0.7	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0.1
EMT16403_AEGTA	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0.2	0	0	0	0	-	0	0	0	0	0.3	0	0	0.1	0	0	0	0	0	0	0.2	0	0	0	0.2	0	0.2	0	0	0	0	0	0.5	0	0	0.6	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0	0	0	0.8	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0.8	0	0	0	0	0	0.8	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.7	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.6	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0.2	0	0	0.3	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0
