	AES83155_MEDTR	AES89677_MEDTR	AET04781_MEDTR	AET04783_MEDTR	AT1G03750.1_ARATH	AT2G18760.1_ARATH	AT3G19210.1_ARATH	AT5G63950.1_ARATH	Al_scaffold_0001_294_ARALL	Al_scaffold_0003_3959_ARALL	BGIOSGA001150-PA_ORYSI	BGIOSGA002588-PA_ORYSI	BGIOSGA005564-PA_ORYSI	BGIOSGA014028-PA_ORYSI	BGIOSGA018437-PA_ORYSI	BRADI1G14910.1_BRADI	BRADI2G03617.1_BRADI	BRADI2G19130.1_BRADI	BRADI3G58092.1_BRADI	BRADI4G40480.1_BRADI	BRADI5G27610.1_BRADI	Bra022395.1-P_BRARP	Bra024192.1-P_BRARP	Bra024250.1-P_BRARP	Bra032544.1-P_BRARP	EDO96781_CHLRE	EDP03380_CHLRE	EDP04516_CHLRE	EDP06286_CHLRE	EDP08198_CHLRE	EFJ04853_SELML	EFJ05392_SELML	EFJ05584_SELML	EFJ09860_SELML	EFJ16515_SELML	EFJ22210_SELML	EFJ25732_SELML	EFJ26199_SELML	EFJ27027_SELML	EFJ32227_SELML	EMJ00128_PRUPE	EMJ00882_PRUPE	EMJ01940_PRUPE	EMJ14892_PRUPE	EMT08906_AEGTA	EMT17728_AEGTA	EMT18739_AEGTA	EMT30647_AEGTA	EMT32859_AEGTA	EMT33397_AEGTA	ERM97150_AMBTC	ERN12113_AMBTC	ERN15007_AMBTC	ERN18793_AMBTC	GLYMA01G45596.1_SOYBN	GLYMA05G32740.2_SOYBN	GLYMA06G44541.1_SOYBN	GLYMA08G00400.2_SOYBN	GLYMA10G04403.1_SOYBN	GLYMA12G13180.1_SOYBN	GLYMA13G18650.1_SOYBN	GRMZM2G070264_P01_MAIZE	GRMZM2G083138_P01_MAIZE	GRMZM2G138125_P01_MAIZE	GRMZM2G146041_P01_MAIZE	GSMUA_Achr5P24600_001_MUSAM	GSMUA_Achr7P00330_001_MUSAM	GSMUA_Achr7P23270_001_MUSAM	GSMUA_AchrUn_randomP10700_001_MUSAM	OB01G10210.1_ORYBR	OB02G40520.1_ORYBR	OB03G32060.1_ORYBR	OB04G37860.1_ORYBR	OB04G37880.1_ORYBR	OBART01G00230.1_ORYBA	OBART02G33600.1_ORYBA	OBART04G30840.1_ORYBA	OBART05G08760.1_ORYBA	OGLUM01G00200.1_ORYGU	OGLUM02G34050.1_ORYGU	OGLUM04G30690.1_ORYGU	OGLUM05G09000.1_ORYGU	OMERI01G15450.1_ORYME	OMERI02G31160.1_ORYME	OMERI04G25350.1_ORYME	ONIVA01G35410.1_ORYNI	ONIVA02G36050.1_ORYNI	ONIVA04G10580.1_ORYNI	ONIVA09G12690.1_ORYNI	OPUNC01G00200.2_ORYPU	OPUNC02G30870.1_ORYPU	OPUNC03G21550.1_ORYPU	OPUNC04G28350.2_ORYPU	ORGLA01G0001700.1_ORYGL	ORGLA02G0290100.1_ORYGL	ORGLA05G0075900.1_ORYGL	OS01T0102800-01_ORYSJ	OS01T0636700-01_ORYSJ	OS02T0762800-00_ORYSJ	OS05T0247900-01_ORYSJ	PGSC0003DMT400026641_SOLTU	PGSC0003DMT400082782_SOLTU	POPTR_0004s14870.1_POPTR	POPTR_0005s06770.1_POPTR	POPTR_0005s24820.1_POPTR	POPTR_0007s04450.1_POPTR	POPTR_0017s04400.1_POPTR	PP1S155_61V6.3_PHYPA	PP1S212_41V6.1_PHYPA	PP1S236_78V6.1_PHYPA	PP1S341_67V6.1_PHYPA	PP1S34_212V6.1_PHYPA	PP1S66_144V6.1_PHYPA	PP1S84_259V6.1_PHYPA	Sb01g016830.1_SORBI	Sb03g009030.1_SORBI	Sb06g034160.1_SORBI	Si000085m_SETIT	Si019738m_SETIT	Si021066m_SETIT	Si034177m_SETIT	Solyc01g068280.2.1_SOLLC	Solyc04g056400.2.1_SOLLC	Solyc04g056410.2.1_SOLLC	Solyc07g053870.2.1_SOLLC	Solyc09g066480.2.1_SOLLC	Traes_2AL_324A2EECB.2_WHEAT	Traes_2AS_3F51A46B8.1_WHEAT	Traes_2AS_663909D3A.2_WHEAT	Traes_2BL_1C4F9F9F8.2_WHEAT	Traes_2BS_886917488.1_WHEAT	Traes_2DL_7BC5B0B73.1_WHEAT	Traes_2DS_7953B370A.1_WHEAT	Traes_3AS_43D5892CB.2_WHEAT	Traes_3B_987C3D183.2_WHEAT	Traes_3DS_0B2B936F0.2_WHEAT	Traes_6AL_2AEB1031F.1_WHEAT	Traes_6BL_F3A5A99E6.1_WHEAT	Traes_6DL_3FCDE4CA1.1_WHEAT	VIT_03s0063g00580.t01_VITVI	VIT_04s0044g01680.t01_VITVI	VIT_07s0005g03670.t01_VITVI	VIT_12s0028g03440.t01_VITVI	fgenesh2_kg.3__2137__AT3G19210.1_ARALL	fgenesh2_kg.8__2403__AT5G63950.1_ARALL
OPUNC04G28350.2_ORYPU	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0	1	0	0	0	0.2	0	0	0.2	0	0	0.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0.2	0	1	0	0	0	0.2	0	0.2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0.1	0	0.1	0	0	1	0	0	1	0	0.2	0	0	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2
ORGLA01G0001700.1_ORYGL	0	0	0	0	0	0.2	0	0	0	0.2	0	1	0	0	0	0	0.1	0	0	0	0	0	0.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0.3	0	0	0	0	0.2	0	0.2	0.8	0	0	0	0	0	0	0.2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-	0	0	1	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0	0	0.8	0	0.8	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0.2	0	0	0
ORGLA02G0290100.1_ORYGL	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.1	0	0	1	0	0	0	0	0	0	0.9	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	1	0	0	0.1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0.8	0	0	0.8	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	-	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0.9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	1	0	0	0	1	0
ORGLA05G0075900.1_ORYGL	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0.9	0	0	0	0	0	0	1	0	0	0	0	0.9	0	0	0	0.9	0	0	0.9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	-	0	0	0	1	0	0.9	0	0	0	0	0.9	0.8	0	0	0	0	0	0	1	0	0	0	0	0	0.9	0	0	0	0.9	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0.9	0	0
OS01T0102800-01_ORYSJ	0	0	0	0	0	0.2	0	0	0	0.2	0	1	0	0	0	0	0.1	0	0	0	0	0	0.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0.3	0	0	0	0	0.2	0	0.2	0.8	0	0	0	0	0	0	0.2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	-	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0	0	0.8	0	0.8	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0.2	0	0	0
OS01T0636700-01_ORYSJ	0	0	0.1	0.1	0	0	0	0.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1
OS02T0762800-00_ORYSJ	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.1	0	0	1	0	0	0	0	0	0	0.9	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	1	0	0	0.1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0.8	0	0	0.8	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0.9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	1	0	0	0	1	0
OS05T0247900-01_ORYSJ	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0.9	0	0	0	0	0	0	1	0	0	0	0	0.9	0	0	0	0.9	0	0	0.9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	-	0	0.9	0	0	0	0	0.9	0.8	0	0	0	0	0	0	1	0	0	0	0	0	0.9	0	0	0	0.9	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0.9	0	0
PGSC0003DMT400026641_SOLTU	0	0	0	0	0	0.6	0	0	0	0.6	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0.6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0.7	0	0.7	0.2	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0	0	0.2	0	0	0	-	0	0	0	0.7	0	0	0	0	0	0	0	0.1	0	0	0.2	0	0.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0	0.6	0	0	0
PGSC0003DMT400082782_SOLTU	0	0.7	0	0	0.6	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0.6	0	0	0	0	0	0	0.9	0	0	0	0	0.9	0	0	0	0.7	0	0	0.7	0	0	0	0	0.9	0	0.9	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0	-	0	0	0	0	0.5	0.8	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	1	0	0	0.9	0.9	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0.6	0	0
POPTR_0004s14870.1_POPTR	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.9	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0.8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.8	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	-	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
POPTR_0005s06770.1_POPTR	0	0	0.2	0.2	0	0	0	0.2	0	0	0.1	0	0	0.2	0	0	0	0.2	0	0.2	0.2	0	0	0.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0.2	0.2	0	0.2	0	0	0	0.2	0	0.2	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0.2	0.2	0	0	0.2	0	0	0	0.2	0	0	0	0.2	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0.1	0	0	0	0	0	-	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.2
POPTR_0005s24820.1_POPTR	0	0	0	0	0	0.3	0	0	0	0.3	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0	0.3	0	0	0	0	0.8	0	0.8	0.2	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0	0	0.2	0	0	0	0.7	0	0	0	-	0	0	0	0	0	0	0	0.1	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0.2	0.2	0.2	0	0	0	0	0	0.9	0	0	0
POPTR_0007s04450.1_POPTR	0	0	0.2	0.2	0	0	0	0.2	0	0	0.1	0	0	0.2	0	0	0	0.2	0	0.2	0.2	0	0	0.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0.2	0.2	0	0.2	0	0	0	0.2	0	0.2	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0.2	0.2	0	0	0.2	0	0	0	0.2	0	0	0	0.2	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0	-	0	0	0	0	0	0.1	0	0.1	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.2
POPTR_0017s04400.1_POPTR	0	0.2	0	0	0.4	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0.2	0	0	0	0	0	0	0.9	0	0	0	0	0.9	0	0	0	0.2	0	0	0.2	0	0	0	0	0.9	0	0.9	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0	0.5	0	0	0	0	-	0.8	0	0	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0.5	0	0	0.9	0.9	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0.4	0	0
PP1S155_61V6.3_PHYPA	0	0.8	0	0	0.8	0	0	0	0	0	0	0	0	0	0.8	0.8	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.8	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0	0.8	0	0	0.8	0	0	0	0	0.8	0	0.8	0	0	0	0	0.8	0	0	0	0	0	0.8	0	0	0	0.8	0.8	0	0	0.8	0	0	0	0	0	0.8	0	0	0	0.8	0	0	0	0.8	0	0.8	0	0	0	0	0.8	-	0	0	0	0	0	0	0.8	0	0	0	0	0	0.8	0	0	0	0.8	0	0	0.8	0.8	0	0.8	0	0.8	0	0	0	0	0	0	0	0	0	0.8	0	0
PP1S212_41V6.1_PHYPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PP1S236_78V6.1_PHYPA	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	1	0	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0	0	0	0.1	0
PP1S341_67V6.1_PHYPA	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	1	0	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0	0	0	0.1	0
PP1S34_212V6.1_PHYPA	0	0	0.1	0.1	0	0	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0.1	0	0.1	0.1	0	0	0.1	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0.1	0	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	-	0	0	0	0	0.1	0	0	0.1	0	0.1	0	0	0	0	0.1	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1
PP1S66_144V6.1_PHYPA	0	0	0	0	0	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	1	0.9	0	0	0.9	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0.1	0.1	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	-	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0.1	0	0	0
PP1S84_259V6.1_PHYPA	0	0	0.1	0.1	0	0	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0.1	0	0.1	0.1	0	0	0.1	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0.1	0	0.1	0	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	-	0	0	0.1	0	0	0.1	0	0.1	0	0	0	0	0.1	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1
Sb01g016830.1_SORBI	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0.9	0	0	0	0	0	0	1	0	0	0	0	0.9	0	0	0	0.9	0	0	0.9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.9	0	0	0	0	0.9	0.8	0	0	0	0	0	0	-	0	0	0	0	0	0.9	0	0	0	0.9	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0.9	0	0
Sb03g009030.1_SORBI	0	0	0	0	0	0.2	0	0	0	0.2	0	0.8	0	0	0	0	0.3	0	0	0	0	0	0.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.3	0	0	0	0	0	0	0.3	0	0	0	0	0.2	0	0.2	1	0	0	0	0	0	0	0.2	0.8	0	0	0	0	0.8	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.8	0.8	0	0	0	0.8	0	0	0.8	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0	0	-	0	1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.3	0.3	0.3	0	0	0	0	0	0.2	0	0	0
Sb06g034160.1_SORBI	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0	1	0	0	0	0.2	0	0	0.2	0	0	0.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0.2	0	1	0	0	0	0.2	0	0.2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0.1	0	0.1	0	0	-	0	0	1	0	0.2	0	0	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2
Si000085m_SETIT	0	0	0	0	0	0.2	0	0	0	0.2	0	0.8	0	0	0	0	0.3	0	0	0	0	0	0.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.3	0	0	0	0	0	0	0.3	0	0	0	0	0.2	0	0.2	1	0	0	0	0	0	0	0.2	0.8	0	0	0	0	0.8	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.8	0.8	0	0	0	0.8	0	0	0.8	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0	0	1	0	-	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.3	0.3	0.3	0	0	0	0	0	0.2	0	0	0
Si019738m_SETIT	1	0	0	0	0	0	1	0	0	0	0	0	0.9	0	0	0	0	0	0.2	0	0	1	0	0	0	0	0	0	0.9	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	1	0	0	0.2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0.9	0	0	0.8	0	0	0	0	0.9	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0	0	0	1	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	-	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.2	1	0	0	0	1	0
Si021066m_SETIT	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0	1	0	0	0	0.2	0	0	0.2	0	0	0.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0.2	0.2	0	1	0	0	0	0.2	0	0.2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0.1	0	0.1	0	0	1	0	0	-	0	0.2	0	0	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2
Si034177m_SETIT	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0.9	0	0	0	0	0	0	0.9	0	0	0	0	0.9	0	0	0	0.9	0	0	0.9	0	0	0	0	0.9	0	1	0	0	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0.9	0.9	0	0	0.9	0	0	0	0	0	0.9	0	0	0	0.9	0	0	0	0.9	0	0.9	0	0	0	0	0.9	0.8	0	0	0	0	0	0	0.9	0	0	0	0	0	-	0	0	0	0.9	0	0	0.9	0.9	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0	0
Solyc01g068280.2.1_SOLLC	0	0	0.1	0.1	0	0	0	0.3	0	0	0.1	0	0	0.2	0	0	0	0.2	0	0.2	0.2	0	0	0.3	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.2	0	0	0	0.2	0.2	0	0.2	0	0	0	0.1	0	0.1	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0.2	0.2	0	0	0.2	0	0	0	0.2	0	0	0	0.2	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0.1	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0.1	0	0.1	0	0	0.2	0	0	0.2	0	-	0	0	0	0	0.2	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0.3	0	0	0	0.3
Solyc04g056400.2.1_SOLLC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.9	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.8	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	1	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
Solyc04g056410.2.1_SOLLC	0	0	0	0	0	0	0.8	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.8	0	0	0	0	0	0	0.9	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.8	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	1	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0.8	0
